Title,Year,Rated,Day_Released,Month_Released,Runtime,Genre,Director,Actors,Plot,Language,Country,Awards,Poster,RottenTomatoes,Metascore,imdbRating,imdbVotes,imdbID,Production,
Babette's Feast,1987,G,4,Mar,103,Drama,Gabriel Axel,"Stéphane Audran, Bodil Kjer, Birgitte Federspiel, Jarl Kulle","During the late 19th century, a strict religious community in a Danish village takes in a French refugee from the Franco-Prussian War as a servant to the late pastor's daughters.","Danish,French,Swedish,Italian,English",Denmark,Won 1 Oscar. Another 11 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BZWVjOWMzYTctOTUxYi00YTVkLWEwNjEtM2Q1NTg0MjhlMzIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,0.97,78,7.8,17710,tt0092603,Nordisk Film,
Broadcast News,1987,R,25,Dec,133,"Comedy,Drama,Romance",James L. Brooks,"William Hurt, Albert Brooks, Holly Hunter, Robert Prosky","Take two rival television reporters: one handsome, one talented, both male. Add one Producer, female. Mix well, and watch the sparks fly.","English,Spanish,French,German",USA,Nominated for 7 Oscars. Another 15 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BN2E1ZmU5NDQtNjdlZC00Y2VhLTk2MWMtMmU0M2YyY2E3MTkyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,0.98,84,7.2,26633,tt0092699,"Twentieth Century Fox, American Entertainment, Gracie Films",
A Chinese Ghost Story,1987,Unrated,18,Jul,98,"Action,Fantasy,Horror",Siu-Tung Ching,"Leslie Cheung, Joey Wang, Wu Ma, Wai Lam","After a string of bad luck, a debt collector has no other choice than to spend the night in a haunted temple, where he encounters a ravishing female ghost and later battles to save her soul from the control of a wicked tree demon.",Cantonese,HongKong,11 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BM2M5OGJmZTktMzI4Yi00NmI1LTgyOWEtN2M5MTQ1YjUxMzY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.67,N/A,7.5,8759,tt0093978,N/A,
The Dead,1987,PG,18,Dec,83,Drama,John Huston,"Helena Carroll, Cathleen Delany, Rachael Dowling, Kate O'Toole","Gabriel Conroy and wife Greta attend an early January dinner with friends at the home of his spinster aunts, an evening which results in an epiphany for both of them.",English,"UK,Ireland",Nominated for 2 Oscars. Another 11 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BNGNkM2QxMzEtMzE4My00MDI3LWJhNTQtNzZjMjYwYTc0OTg0XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,0.93,N/A,7.3,7024,tt0092843,N/A,
Fatal Attraction,1987,R,18,Sep,119,"Drama,Thriller",Adrian Lyne,"Michael Douglas, Glenn Close, Anne Archer, Ellen Latzen",A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,English,USA,Nominated for 6 Oscars. Another 7 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BYjBjNzNiNWYtYWU0NC00OTdjLTk3NmYtM2NjZjc2ZGIwOTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.76,67,6.9,75382,tt0093010,Paramount Pictures,
Full Metal Jacket,1987,R,10,Jul,116,"Drama,War",Stanley Kubrick,"Matthew Modine, Adam Baldwin, Vincent D'Onofrio, R. Lee Ermey",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"English,Vietnamese","UK,USA",Nominated for 1 Oscar. Another 8 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,0.92,76,8.3,666221,tt0093058,"Warner Brothers, Natant",
"Good Morning, Vietnam",1987,R,15,Jan,121,"Biography,Comedy,Drama,War",Barry Levinson,"Robin Williams, Forest Whitaker, Tom. T. Tran, Chintara Sukapatana","In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam.",English,USA,Nominated for 1 Oscar. Another 7 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BOWRhZGQ5ODQtMzUzNi00M2I4LThmZmUtYmQ0NDQzMTkxMWQ0XkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg,0.9,67,7.3,124348,tt0093105,Touchstone Pictures,
Moonstruck,1987,PG,15,Jan,102,"Comedy,Drama,Romance",Norman Jewison,"Cher, Nicolas Cage, Vincent Gardenia, Olympia Dukakis","Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.","English,Italian,Latin",USA,Won 3 Oscars. Another 15 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BMjIwMDY0NzYyMF5BMl5BanBnXkFtZTcwOTE5NDk0NA@@._V1_SX300.jpg,0.94,83,7.1,48854,tt0093565,Metro Goldwyn Mayer,
The Princess Bride,1987,PG,9,Oct,98,"Adventure,Family,Fantasy,Romance",Rob Reiner,"Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest","While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",English,USA,Nominated for 1 Oscar. Another 7 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMGM4M2Q5N2MtNThkZS00NTc1LTk1NTItNWEyZjJjNDRmNDk5XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,0.97,77,8,389890,tt0093779,"Princess Bride Ltd., Act III Communications, Buttercup Films Ltd.",
Project A 2,1987,PG-13,19,Aug,101,"Action,Comedy,Crime",Jackie Chan,"Jackie Chan, Maggie Cheung, Rosamund Kwan, Carina Lau","Dragon is now transferred to be the police head of Sai Wan district, and has to contend with a gangster kingpin, anti-Manchu revolutionaries, some runaway pirates, Manchu Loyalists and a corrupt Police Superintendent.",Cantonese,HongKong,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BZDc0MWFiYzQtOGQ0NC00ZTU1LWFlNzktYzUzY2ZlOWQyNjNkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,0.71,N/A,7.1,9083,tt0092501,N/A,
Raising Arizona,1987,PG-13,17,Apr,94,"Comedy,Crime","Joel Coen, Ethan Coen","Nicolas Cage, Holly Hunter, Trey Wilson, John Goodman","When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",English,USA,4 nominations.,https://m.media-amazon.com/images/M/MV5BOGUwZTEwZTYtZmQ0OS00NmM1LWE2ZTQtNjZiYmE4ZmUxMjk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.91,68,7.3,125407,tt0093822,"Circle Films, Inc.",
Red Sorghum,1988,Not Rated,1,Feb,91,"Drama,History,Romance,War",Yimou Zhang,"Li Gong, Wen Jiang, Rujun Teng, Ji Liu","When a leprous winery owner in 1930s China dies a few days after his arranged marriage, his young widow is forced to run the winery to make a living while contending with bandits, her drunkard lover, and the invading Japanese army.","Mandarin,Japanese",China,18 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjBmN2Q4MjMtMjZjNC00OGMyLTlmY2QtZDA0YjdlNjVmMWY1L2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg,0.83,N/A,7.4,7873,tt0093206,N/A,
RoboCop,1987,R,17,Jul,102,"Action,Crime,Sci-Fi,Thriller",Paul Verhoeven,"Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox","In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.",English,USA,Nominated for 2 Oscars. Another 11 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BZWVlYzU2ZjQtZmNkMi00OTc3LTkwZmYtZDVjNmY4OWFmZGJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.9,67,7.5,230206,tt0093870,Orion Pictures,
The Untouchables,1987,R,3,Jun,119,"Crime,Drama,Thriller",Brian De Palma,"Kevin Costner, Sean Connery, Charles Martin Smith, Andy Garcia","During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.",English,USA,Won 1 Oscar. Another 10 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BYTVjYWJmMWQtYWU4Ni00MWY3LWI2YmMtNTI5MDE0MWVmMmEzL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.82,79,7.9,275953,tt0094226,Paramount Pictures,
Wall Street,1987,R,11,Dec,126,"Crime,Drama",Oliver Stone,"Charlie Sheen, Tamara Tunie, Franklin Cover, Chuck Pfeiffer","A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider who takes the youth under his wing.",English,USA,Won 1 Oscar. Another 9 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNmEyZGQ4NDQtNTEzZC00MDczLWE4ZTEtYTg0ODg2NTkyMWM3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,0.79,56,7.4,141725,tt0094291,20th Century Fox,
Wings of Desire,1987,PG-13,6,May,128,"Drama,Fantasy,Romance",Wim Wenders,"Bruno Ganz, Solveig Dommartin, Otto Sander, Curt Bois",An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.,"German,English,French,Turkish,Hebrew,Spanish,Japanese","WestGermany,France",Nominated for 1 BAFTA Film Award. Another 19 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMzMxZjUzOGQtOTFlOS00MzliLWJhNTUtOTgyNzYzMWQ2YzhmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,0.98,79,8,63505,tt0093191,Argos Films,
Withnail & I,1987,R,19,Jun,107,"Comedy,Drama",Bruce Robinson,"Richard E. Grant, Paul McGann, Richard Griffiths, Ralph Brown","In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.","English,Latin",UK,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYjE3ODY5OWEtZmE0Mi00MjUxLTg5MmUtZmFkMzM1N2VjMmU5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,0.94,84,7.7,39690,tt0094336,Cineplex-Odeon Films,
Brightness,1987,Not Rated,29,Apr,105,"Drama,Fantasy",Souleymane Cissé,"Issiaka Kane, Aoua Sangare, Niamanto Sanogo, Balla Moussa Keita",A young man with magical powers journeys to his uncle to request help in fighting his sorcerer father.,"Bambara,Fulah","Mali,BurkinaFaso,France,WestGermany,Japan",5 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BODEyMTk1ODcyOV5BMl5BanBnXkFtZTcwMDU1MjgxMQ@@._V1_SX300.jpg,0.9,N/A,7,2049,tt0094349,N/A,
Akira,1988,R,16,Jul,124,"Animation,Action,Sci-Fi,Thriller",Katsuhiro Ôtomo,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, Tesshô Genda",A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by two teenagers and a group of psychics.,Japanese,Japan,1 win.,https://m.media-amazon.com/images/M/MV5BM2ZiZTk1ODgtMTZkNS00NTYxLWIxZTUtNWExZGYwZTRjODViXkEyXkFqcGdeQXVyMTE2MzA3MDM@._V1_SX300.jpg,0.9,N/A,8,162405,tt0094625,"Akira Committee Company, Ltd.",
Ariel,1988,Not Rated,1,Oct,72,"Comedy,Crime,Romance",Aki Kaurismäki,"Turo Pajala, Susanna Haavisto, Matti Pellonpää, Eetu Hilkamo",A Finnish man goes to the city to find a job after the mine where he worked is closed and his father commits suicide.,Finnish,Finland,3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BOGU5OGVlNjEtNTE3Ny00YWZkLThlMmQtYjlkNmNjNTA1OGY5XkEyXkFqcGdeQXVyMjI0MjMwMzQ@._V1_SX300.jpg,0.87,N/A,7.5,5878,tt0094675,Villealfa Filmproduction Oy,
Big,1988,PG,3,Jun,104,"Comedy,Drama,Fantasy,Romance",Penny Marshall,"Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard","After wishing to be made big, a teenage boy wakes the next morning to find himself mysteriously in the body of an adult.","English,Spanish",USA,Nominated for 2 Oscars. Another 11 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMDQ1ODM5MTMtMjAwYi00ZGUxLTliNTMtN2ZhODAwMjVhMTRlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0.97,73,7.3,195581,tt0094737,"Gracie Films, 20th Century Fox",
Bull Durham,1988,R,15,Jun,108,"Comedy,Romance,Sport",Ron Shelton,"Kevin Costner, Susan Sarandon, Tim Robbins, Trey Wilson",A fan who has an affair with one minor-league baseball player each season meets an up-and-coming pitcher and the experienced catcher assigned to him.,English,USA,Nominated for 1 Oscar. Another 7 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMzMxMDEzMWUtZDk3NS00MWRiLWJjOGMtN2Q0ZjVhZjU3ODhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.97,73,7.1,47149,tt0094812,The Mount Company,
Cinema Paradiso,1988,R,23,Feb,155,Drama,Giuseppe Tornatore,"Antonella Attili, Enzo Cannavale, Isa Danieli, Leo Gullotta",A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,Italian,"Italy,France",Won 1 Oscar. Another 24 wins & 32 nominations.,https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_SX300.jpg,0.9,80,8.5,226716,tt0095765,Cristaldi Film,
Dangerous Liaisons,1988,R,24,Feb,119,"Drama,Romance",Stephen Frears,"Glenn Close, John Malkovich, Michelle Pfeiffer, Swoosie Kurtz",A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,English,"USA,UK",Won 3 Oscars. Another 18 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BMDZmODc0MWQtYWVjOS00OGFiLWExNjItOTMyN2Q5ZTFmYzUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,0.93,74,7.6,63857,tt0094947,Warner Brothers/Seven Arts,
Dead Ringers,1988,R,23,Sep,116,"Drama,Horror,Thriller",David Cronenberg,"Jeremy Irons, Geneviève Bujold, Heidi von Palleske, Barbara Gordon","Twin gynecologists take full advantage of the fact that nobody can tell them apart, until their relationship begins to deteriorate over a woman.",English,Canada,20 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BYTY4MTVhZGEtNGUyMS00Y2ZhLTlmN2EtMWI1YTYxMGYyN2I1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,0.83,86,7.3,40832,tt0094964,Morgan Creek Productions,
Die Hard,1988,R,20,Jul,132,"Action,Thriller",John McTiernan,"Bruce Willis, Bonnie Bedelia, Reginald VelJohnson, Paul Gleason",An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,"English,German,Italian,Japanese",USA,Nominated for 4 Oscars. Another 8 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,0.94,72,8.2,774756,tt0095016,"Silver Pictures, Gordon Company",
"Distant Voices, Still Lives",1988,PG-13,16,Nov,84,"Drama,Music",Terence Davies,"Freda Dowie, Pete Postlethwaite, Angela Walsh, Dean Williams","The lives of an English working-class family are told out of order in a free-associative manner. The first part, ""Distant Voices"", focuses on the father's role in the family. The second part, ""Still Lives"", focuses on his children.",English,"UK,WestGermany",10 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNDNiZGE1YzQtZDczNy00Yjk1LTk5ZWUtZWU4MmNiY2RiZGQxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,0.8,85,7.4,3605,tt0095037,"British Film Institute, Channel Four Films",
A Fish Called Wanda,1988,R,29,Jul,108,"Comedy,Crime","Charles Crichton, John Cleese","John Cleese, Jamie Lee Curtis, Kevin Kline, Michael Palin","In London, four very different people team up to commit armed robbery, then try to doublecross each other for the loot.","English,Italian,Russian,French","UK,USA",Won 1 Oscar. Another 8 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BNTQ0ODhiNjEtMDFiYi00NmZhLWJkMzQtNTBkOGQwOTliZDAxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.95,80,7.5,130036,tt0095159,Metro Goldwyn Mayer,
Grave of the Fireflies,1988,Not Rated,26,Jul,89,"Animation,Drama,War",Isao Takahata,"Tsutomu Tatsumi, Ayano Shiraishi, Yoshiko Shinohara, Akemi Yamaguchi",A young boy and his little sister struggle to survive in Japan during World War II.,Japanese,Japan,3 wins.,https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,1,94,8.5,230614,tt0095327,N/A,
Hôtel Terminus,1988,Unrated,1,Nov,267,"Documentary,Biography,History,War",Marcel Ophüls,"Klaus Barbie, Marcel Ophüls, Johannes Schneider-Merck, Raymond Lévy","A documentary about Klaus Barbie, the Gestapo chief of Lyon, and his life after the war.","English,Spanish,French,German","WestGermany,France,USA",Won 1 Oscar. Another 4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTc3MTYwNTIyN15BMl5BanBnXkFtZTcwMjk3MzgxMQ@@._V1_SX300.jpg,1,N/A,7.8,1161,tt0095341,"Samuel Goldwyn Films, The Memory Pictures Company",
The Naked Gun: From the Files of Police Squad!,1988,PG-13,2,Dec,85,"Comedy,Crime",David Zucker,"Leslie Nielsen, Priscilla Presley, Ricardo Montalban, George Kennedy",Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BODk1ZWM4ZjItMjFhZi00MDMxLTgxNmYtODFhNWZlZTkwM2UwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.88,76,7.6,150181,tt0095705,Paramount Pictures,
Alice,1988,Not Rated,1,Nov,86,"Animation,Adventure,Fantasy,Thriller",Jan Svankmajer,Kristýna Kohoutová,A surrealistic revision of Alice in Wonderland.,Czech,"Czechoslovakia,Switzerland,UK,WestGermany",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjJlNDE2NjItZjEzNy00YWUwLWIxOTEtMTJhZjllMTEwNWY5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0.95,N/A,7.5,11411,tt0095715,N/A,
Rain Man,1988,R,16,Dec,133,Drama,Barry Levinson,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen",Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie,theytravelcross-country.,"English,Italian",USA,Won 4 Oscars. Another 22 wins & 23 nominations.,0.89,65,8,8,467961,N/A,
A Tale of the Wind,1988,N/A,19,Mar,80,Documentary,Joris Ivens,"Joris Ivens, Henxiang Han, Zhuang Liu, Delong Wang","An elderly, asthmatic filmmaker travels to China, hoping to film the wind.","French,Mandarin","France,UK,WestGermany,Netherlands",2 wins.,https://m.media-amazon.com/images/M/MV5BODM1MjQxY2QtNzI3ZS00MWUwLTk5ZTgtYmUwNGQyYjY5OGQ1XkEyXkFqcGdeQXVyMDk1ODM3MA@@._V1_SX300.jpg,N/A,N/A,7.2,662,tt0096337,N/A,
The Thin Blue Line,1988,Not Rated,25,Aug,101,"Documentary,Crime",Errol Morris,"Randall Adams, David Harris, Gus Rose, Jackie Johnson","A film that successfully argued that a man was wrongly convicted for murder by a corrupt justice system in Dallas County, Texas.",English,USA,12 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTE3MTViMDUtNjkxYy00NWY2LTg5MzEtYjFiNzRkMTgwYTJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1,79,8,21382,tt0096257,N/A,
The Vanishing,1988,Not Rated,27,Oct,107,"Mystery,Thriller",George Sluizer,"Bernard-Pierre Donnadieu, Gene Bervoets, Johanna ter Steege, Gwen Eckhaus","Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.","Dutch,French,English","Netherlands,France,WestGermany",7 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNGM0ZWI0MGMtNzQ3OC00NmFkLTlkZmEtZmMwM2ZhOWFiM2EzXkEyXkFqcGdeQXVyNjUxMDQ0MTg@._V1_SX300.jpg,0.98,N/A,7.7,33517,tt0096163,Argos Films,
Who Framed Roger Rabbit,1988,PG,22,Jun,104,"Animation,Adventure,Comedy,Crime,Family,Fantasy,Mystery",Robert Zemeckis,"Bob Hoskins, Christopher Lloyd, Joanna Cassidy, Charles Fleischer",A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,English,USA,Won 3 Oscars. Another 21 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BMDhiOTM2OTctODk3Ny00NWI4LThhZDgtNGQ4NjRiYjFkZGQzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,0.97,83,7.7,179975,tt0096438,Touchstone Pictures,
Women on the Verge of a Nervous Breakdown,1988,R,11,Nov,88,"Comedy,Drama",Pedro Almodóvar,"Carmen Maura, Antonio Banderas, Julieta Serrano, María Barranco",A television actress encounters a variety of eccentric characters after embarking on a journey to discover why her lover abruptly left her.,Spanish,Spain,Nominated for 1 Oscar. Another 22 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BYWM1NWFjMDItODg5OS00MWUwLWFjNWUtOGZkZWM3NmRiMWNjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,0.9,85,7.6,35193,tt0095675,El Deseo S.A.,
The Asthenic Syndrome,1989,N/A,17,Jan,153,Drama,Kira Muratova,"Olga Antonova, Sergei Popov, Galina Zakhurdaeva, Natalya Buzko","In the old days it was called hypochrondria, or black melancholia. Now, apparently, it's termed the Asthenic Syndrome. Whatever it is, Nikolai, a teacher has got it, and it's not much fun.",Russian,SovietUnion,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjBiMjA5MTQtNWVkMy00ZTQ1LTg0ZmYtMDc4OTlhOGVhZGJlXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,0.61,N/A,6.8,976,tt0096841,"Goskino, Odessa Film Studios",
Batman,1989,PG-13,23,Jun,126,"Action,Adventure",Tim Burton,"Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl","The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.","English,French,Spanish","USA,UK",Won 1 Oscar. Another 7 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BMTYwNjAyODIyMF5BMl5BanBnXkFtZTYwNDMwMDk2._V1_SX300.jpg,0.71,69,7.5,334865,tt0096895,"Warner Brothers, Guber-Peters Company, PolyGram Filmed Entertainment",
A City of Sadness,1989,N/A,21,Oct,157,Drama,Hsiao-Hsien Hou,"Tony Chiu-Wai Leung, Shu-Fen Hsin, Sung Young Chen, Jack Kao","A beautiful, historical film based upon the complex lives of four brothers.","Mandarin,MinNan,Japanese,Cantonese,Shanghainese","HongKong,Taiwan",8 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BYzBkNzI3YWYtMWE4MC00Y2JlLWIwOGUtNjVjZDFkMTFhYzhmXkEyXkFqcGdeQXVyNDY5NjU5MDE@._V1_SX300.jpg,1,N/A,7.9,3797,tt0096908,Artificial Eye Film,
"The Cook, the Thief, His Wife & Her Lover",1989,NC-17,6,Apr,124,"Crime,Drama",Peter Greenaway,"Richard Bohringer, Michael Gambon, Helen Mirren, Alan Howard","At Le Hollandais gourmet restaurant, every night is filled with opulence, decadence, and gluttony. But when the cook, a thief, his wife and her lover all come together, they unleash a shocking torrent of sex, food, murder and revenge.","English,French,Dutch","Netherlands,UK,France",7 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BZTlmM2U5YmQtMTcxYy00MzgyLTkyMDItZjY5Yjc3OTJkMTAzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.85,62,7.6,34284,tt0097108,Miramax,
Crimes and Misdemeanors,1989,PG-13,3,Nov,104,"Comedy,Drama",Woody Allen,"Bill Bernstein, Martin Landau, Claire Bloom, Stephanie Roth Haberle",An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,"English,Hebrew",USA,Nominated for 3 Oscars. Another 16 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BYWY3N2EyOWYtNDVhZi00MWRkLTg2OTUtODNkNDQ5ZTIwMGJkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,0.94,77,7.9,54086,tt0097123,Jack Rollins and Charles Joffe,
Dekalog,1989,TV-MA,10,Dec,572,Drama,N/A,"Artur Barcis, Olgierd Lukaszewicz, Aleksander Bardini, Olaf Lubaszenko","Ten television drama films, each one based on one of the Ten Commandments.",Polish,"Poland,WestGermany",9 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZWIzNDIzMTYtN2RiZS00NjA1LWFjNzMtOWQ0MDYxNWI1YTJiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,N/A,9,20986,tt0092337,,
Do the Right Thing,1989,R,21,Jul,120,"Comedy,Drama",Spike Lee,"Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson","On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.","English,Italian,Spanish,Korean",USA,Nominated for 2 Oscars. Another 20 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BODA2MjU1NTI1MV5BMl5BanBnXkFtZTgwOTU4ODIwMjE@._V1_SX300.jpg,0.93,93,8,87593,tt0097216,40 Acres &amp,
Drugstore Cowboy,1989,R,20,Oct,101,"Crime,Drama",Gus Van Sant,"Matt Dillon, Kelly Lynch, James Le Gros, Heather Graham",A pharmacy-robbing dope fiend and his crew pop pills and evade the law.,English,USA,12 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMDljYTNjNWItZjFjNy00OGZhLWFjNjMtZjgyZjYxZGE0NTliXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1,82,7.3,31950,tt0097240,Avenue Pictures Productions,
