Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Captains Courageous,1937,G,25 Jun 1937,117 min,"Adventure, Drama, Family",Victor Fleming,"Rudyard Kipling (novel), John Lee Mahin (screen play), Marc Connelly (screen play), Dale Van Every (screen play)","Freddie Bartholomew, Spencer Tracy, Lionel Barrymore, Melvyn Douglas","A spoiled brat who falls overboard from a steamship gets picked up by a fishing boat, where he's made to earn his keep by joining the crew in their work.","English, Portuguese",USA,Won 1 Oscar. Another 2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BODI5NjhiNjktYzhkNi00ODFkLTg0NTgtZDQ2M2E5ZTY2ZGM0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",N/A,8.0,"8,589",tt0028691,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,True
La Grande Illusion,1937,Not Rated,12 Sep 1938,113 min,"Drama, War",Jean Renoir,"Charles Spaak (scenario and dialogue), Jean Renoir (scenario and dialogue)","Jean Gabin, Dita Parlo, Pierre Fresnay, Erich von Stroheim","During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.","French, German, English, Russian",France,Nominated for 1 Oscar. Another 6 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTg3MTI5NTk0N15BMl5BanBnXkFtZTgwMjU1MDM5MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,8.1,"33,360",tt0028950,movie,N/A,N/A,R.A.C.,N/A,True
The Life of Emile Zola,1937,Passed,02 Oct 1937,116 min,"Biography, Drama",William Dieterle,"Norman Reilly Raine (screen play), Heinz Herald (screen play), Geza Herczeg (screen play), Heinz Herald (story), Geza Herczeg (story), Matthew Josephson (source material ""Zola and His Time"")","Paul Muni, Gale Sondergaard, Joseph Schildkraut, Gloria Holden",The biopic of the famous French muckraking writer and his involvement in fighting the injustice of the Dreyfuss Affair.,English,USA,Won 3 Oscars. Another 5 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNDI2ODAyNDQzMV5BMl5BanBnXkFtZTgwNzE2MzI2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}]",N/A,7.2,"7,033",tt0029146,movie,N/A,N/A,Warner Brothers,N/A,True
Make Way for Tomorrow,1937,Passed,22 Jul 1937,91 min,"Comedy, Drama, Romance",Leo McCarey,"Viña Delmar (screen play), Josephine Lawrence (based on a novel by), Helen Leary (play), Nolan Leary (play)","Beulah Bondi, Victor Moore, Fay Bainter, Thomas Mitchell",An elderly couple are forced to separate when they lose their house and none of their five children will take both parents in.,English,USA,3 wins.,https://m.media-amazon.com/images/M/MV5BNjI0NDUwNTQ0NV5BMl5BanBnXkFtZTgwNzIwOTkzNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,8.2,"7,009",tt0029192,movie,N/A,N/A,Paramount,N/A,True
Song at Midnight,1937,Not Rated,N/A,113 min,"Horror, Romance",Weibang Ma-Xu,"Gaston Leroux (play), Weibang Ma-Xu","Menghe Gu, Ping Hu, Shan Jin, Chau-Shui Yee","China's first horror film, this is loosely based on The Phantom of the Opera. A disfigured musical genius roams a traditional Chinese opera house, punishing those who offend him.",Mandarin,China,N/A,https://m.media-amazon.com/images/M/MV5BMzYwYTk2MDktYzYzZS00ZDYzLWIxZTEtNzcxYWExMDA5OWY2XkEyXkFqcGdeQXVyMjQ0ODE4OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.3,626,tt0206442,movie,N/A,N/A,N/A,N/A,True
Pépé le Moko,1937,Not Rated,03 Mar 1941,94 min,"Crime, Drama, Romance",Julien Duvivier,"Henri La Barthe (novel), Henri La Barthe (scenario), Julien Duvivier (scenario), Jacques Constant (adaptation), Henri Jeanson (dialogue)","Jean Gabin, Gabriel Gabrio, Saturnin Fabre, Fernand Charpin","A wanted gangster is both king and prisoner of the Casbah. He is protected from arrest by his friends, but is torn by his desire for freedom outside. A visiting Parisian beauty may just tempt his fate.","French, Arabic",France,2 wins.,https://m.media-amazon.com/images/M/MV5BMTY5NTUxMDg0MV5BMl5BanBnXkFtZTgwMjMyMTc0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '98/100'}]",98,7.7,"5,902",tt0029453,movie,N/A,N/A,N/A,N/A,True
Snow White and the Seven Dwarfs,1937,Approved,04 Feb 1938,83 min,"Animation, Family, Fantasy, Musical, Romance","William Cottrell, David Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen","Jacob Grimm (fairy tales), Wilhelm Grimm (fairy tales), Ted Sears (story adaptation), Richard Creedon (story adaptation), Otto Englander (story adaptation), Dick Rickard (story adaptation), Earl Hurd (story adaptation), Merrill De Maris (story adaptation), Dorothy Ann Blank (story adaptation), Webb Smith (story adaptation)","Roy Atwell, Stuart Buchanan, Adriana Caselotti, Eddie Collins","Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",English,USA,Nominated for 1 Oscar. Another 11 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTQwMzE2Mzc4M15BMl5BanBnXkFtZTcwMTE4NTc1Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95,7.6,"179,215",tt0029583,movie,27 Mar 2007,N/A,N/A,N/A,True
Stella Dallas,1937,Approved,06 Aug 1937,106 min,"Drama, Romance",King Vidor,"Sarah Y. Mason (screenplay), Victor Heerman (screenplay), Olive Higgins Prouty (novel), Harry Wagstaff Gribble (dramatization), Gertrude Purcell (dramatization)","Barbara Stanwyck, John Boles, Anne Shirley, Barbara O'Neil",A working-class woman is willing to do whatever it takes to give her daughter a socially promising future.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMmE3YTMzZWItMWFhYi00MzIzLTk4OTEtZWE5OTljZjYwMzUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,7.4,"4,413",tt0029608,movie,N/A,N/A,Samuel Goldwyn Company,N/A,True
The Adventures of Robin Hood,1938,PG,14 May 1938,102 min,"Action, Adventure, Romance","Michael Curtiz, William Keighley","Norman Reilly Raine (original screenplay: based upon ancient Robin Hood legends), Seton I. Miller (original screenplay: based upon ancient Robin Hood legends)","Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains","When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",English,USA,Won 3 Oscars. Another 3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '97/100'}]",97,7.9,"46,546",tt0029843,movie,N/A,N/A,"Warner Brothers, First National Pictures",N/A,True
Angels with Dirty Faces,1938,Passed,26 Nov 1938,97 min,"Crime, Drama, Film-Noir, Thriller",Michael Curtiz,"John Wexley (screen play), Warren Duff (screen play), Rowland Brown (from a story by)","James Cagney, Pat O'Brien, Humphrey Bogart, Ann Sheridan",A priest tries to stop a gangster from corrupting a group of street kids.,English,USA,Nominated for 3 Oscars. Another 2 wins.,https://m.media-amazon.com/images/M/MV5BY2JhZmJmOTQtMjg5Ni00N2M4LTlkNDAtOTc0ZGQ2MTJhNDM4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.9,"19,531",tt0029870,movie,N/A,N/A,First National Pictures,N/A,True
The Baker's Wife,1938,Not Rated,26 Feb 1940,133 min,"Comedy, Drama",Marcel Pagnol,Jean Giono (novel),"Raimu, Ginette Leclerc, Fernand Charpin, Robert Vattier","A small village rejoices at the arrival of a new baker. But when his young wife runs off with another man, he is unable to keep baking and the village is thrown into disarray.",French,France,3 wins.,https://m.media-amazon.com/images/M/MV5BMjIwNzA3OTkzM15BMl5BanBnXkFtZTgwMzQyMDM3MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.5,"1,415",tt0030127,movie,N/A,N/A,N/A,N/A,True
Bringing Up Baby,1938,Passed,18 Feb 1938,102 min,"Comedy, Family, Romance",Howard Hawks,"Dudley Nichols (screen play), Hagar Wilde (screen play), Hagar Wilde (from the story by)","Katharine Hepburn, Cary Grant, Charles Ruggles, Walter Catlett","While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",English,USA,2 wins.,https://m.media-amazon.com/images/M/MV5BMmVkOTRiYmItZjE4NS00MWNjLWE0ZmMtYzg5YzFjMjMyY2RkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,7.9,"54,099",tt0029947,movie,N/A,N/A,RKO Radio Pictures Inc.,N/A,True
Jezebel,1938,Approved,26 Mar 1938,104 min,"Drama, Romance",William Wyler,"Clements Ripley (screen play), Abem Finkel (screen play), John Huston (screen play), Owen Davis (from the play by)","Bette Davis, Henry Fonda, George Brent, Margaret Lindsay","In 1850s Louisiana, a free-spirited Southern belle loses her fiancé due to her stubborn vanity and pride, and vows to win him back.","English, French",USA,Won 2 Oscars. Another 3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMzE3MzlmODUtZDQwZS00YTlkLThkN2MtYWVkYmQ0MzYwNzVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,7.5,"11,719",tt0030287,movie,N/A,N/A,Warner Bros.,N/A,True
The Lady Vanishes,1938,Not Rated,01 Nov 1938,96 min,"Mystery, Thriller",Alfred Hitchcock,"Ethel Lina White (based upon the story by: ""The Wheel Spins""), Sidney Gilliat (screen play), Frank Launder (screen play)","Margaret Lockwood, Michael Redgrave, Paul Lukas, May Whitty","While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.","English, German, French, Italian",UK,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjk3YzFjYTktOGY0ZS00Y2EwLTk2NTctYTI1Nzc2OWNiN2I4XkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}]",N/A,7.8,"46,746",tt0030341,movie,N/A,N/A,Gainsborough Pictures,N/A,True
Olympia Part One: Festival of the Nations,1938,Not Rated,08 Mar 1940,111 min,"Documentary, Sport",Leni Riefenstahl,Leni Riefenstahl,"David Albritton, Arvo Askola, Jack Beresford, Erwin Blask",The document of the 1936 Olympics at Berlin.,"German, English, Italian, French, Japanese, Portuguese",Germany,2 wins.,https://m.media-amazon.com/images/M/MV5BMjAxMzM4NDk5MF5BMl5BanBnXkFtZTgwNjUzOTA2MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,7.8,"4,091",tt0030522,movie,N/A,N/A,Tobis Filmkunst,N/A,True
Destry Rides Again,1939,Approved,29 Dec 1939,95 min,"Comedy, Western",George Marshall,"Felix Jackson (screen play), Gertrude Purcell (screen play), Henry Myers (screen play), Felix Jackson (original story), Max Brand (suggested by novel ""Destry Rides Again"")","Marlene Dietrich, James Stewart, Mischa Auer, Charles Winninger","Deputy sheriff Destry tames the town of Bottle Neck, including saloon singer Frenchy.","English, Russian",USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjlhOTRlMTctMmNkYy00NDFiLTg5NzItZjcyMTA5ZDYyMDBlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.7,"9,948",tt0031225,movie,N/A,N/A,Universal Pictures,N/A,True
Gone with the Wind,1939,Passed,17 Jan 1940,238 min,"Drama, History, Romance, War","Victor Fleming, George Cukor, Sam Wood","Margaret Mitchell (story of the old south ""Gone with the Wind""), Sidney Howard (screenplay)","Thomas Mitchell, Barbara O'Neil, Vivien Leigh, Evelyn Keyes",A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,English,USA,Won 8 Oscars. Another 12 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '97/100'}]",97,8.1,"286,287",tt0031381,movie,N/A,N/A,Selznick International Pictures,N/A,True
Gunga Din,1939,Approved,17 Feb 1939,117 min,"Adventure, Comedy, War",George Stevens,"Joel Sayre (screen play), Fred Guiol (screen play), Ben Hecht (story), Charles MacArthur (story), Rudyard Kipling (poem)","Cary Grant, Victor McLaglen, Douglas Fairbanks Jr., Sam Jaffe","In 19th century India, three British soldiers and a native waterbearer must stop a secret mass revival of the murderous Thuggee cult before it can rampage across the land.",English,USA,Nominated for 1 Oscar. Another 1 win.,https://m.media-amazon.com/images/M/MV5BNWMzZGEzYjUtNjZiNS00ZjJlLWEwYjMtYTRhOTA3NTMyNGYyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,7.3,"10,814",tt0031398,movie,N/A,N/A,RKO Radio Pictures Inc.,N/A,True
Le Jour Se Leve,1939,Not Rated,29 Jul 1940,93 min,"Crime, Drama, Romance, Thriller",Marcel Carné,"Jacques Viot (original scenario), Jacques Prévert (dialogue)","Jean Gabin, Jules Berry, Arletty, Mady Berry","After committing a murder, a man locks himself in his apartment and recollects the events that led him to the killing.",French,France,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjI2MTc2NzQyMl5BMl5BanBnXkFtZTgwNTg1MTMxMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,7.7,"6,282",tt0031514,movie,N/A,N/A,"Silent Night GbR, Sigma",N/A,True
Mr. Smith Goes to Washington,1939,Passed,19 Oct 1939,129 min,"Comedy, Drama",Frank Capra,"Sidney Buchman (screen play), Lewis R. Foster (story)","Jean Arthur, James Stewart, Claude Rains, Edward Arnold","A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",English,USA,Won 1 Oscar. Another 5 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,8.1,"105,593",tt0031679,movie,N/A,N/A,N/A,N/A,True
Ninotchka,1939,Not Rated,23 Nov 1939,110 min,"Comedy, Romance",Ernst Lubitsch,"Charles Brackett (screen play), Billy Wilder (screen play), Walter Reisch (screen play), Melchior Lengyel (based on the original story by)","Greta Garbo, Melvyn Douglas, Ina Claire, Bela Lugosi",A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,"English, Russian",USA,Nominated for 4 Oscars. Another 5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNTg0OTEyNjg2NV5BMl5BanBnXkFtZTgwODkyODE0MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,7.9,"18,702",tt0031725,movie,N/A,N/A,"Metro Goldwyn Mayer, Loew&#39;s Inc.",N/A,True
Only Angels Have Wings,1939,Passed,25 May 1939,121 min,"Adventure, Drama, Romance",Howard Hawks,Jules Furthman (screen play),"Cary Grant, Jean Arthur, Richard Barthelmess, Rita Hayworth","At a remote South American trading port, the manager of an air freight company is forced to risk his pilots' lives in order to win an important contract.","English, Spanish",USA,Nominated for 2 Oscars. Another 1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYTZjMzI3YjMtMTBlMC00NmMyLWJmY2QtZDYzMmVhYmRlY2Q1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.7,"12,167",tt0031762,movie,N/A,N/A,Columbia Pictures Corporation,N/A,True
The Rules of the Game,1939,Not Rated,08 Apr 1950,110 min,"Comedy, Drama",Jean Renoir,"Jean Renoir (scenario & dialogue), Carl Koch (collaborator)","Nora Gregor, Paulette Dubost, Mila Parély, Odette Talazac","A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.","French, German, English",France,4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYTE4NjYxMGEtZmQxZi00YWVmLWJjZTctYTJmNDFmZGEwNDVhXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",N/A,8.0,"26,399",tt0031885,movie,N/A,N/A,Nouvelles Éditions de Films (NEF),N/A,True
Stagecoach,1939,Passed,03 Mar 1939,96 min,"Adventure, Drama, Western",John Ford,"Ernest Haycox (original story), Dudley Nichols (screen play)","Claire Trevor, John Wayne, Andy Devine, John Carradine",A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,"English, Spanish, French",USA,Won 2 Oscars. Another 6 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BOGQ4NDUyNWQtZTEyOC00OTMzLWFhYjAtNDNmYmQ2MWQyMTRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",93,7.8,"42,614",tt0031971,movie,N/A,N/A,"Walter Wanger Productions, Inc.",N/A,True
The Story of the Last Chrysanthemum,1939,Not Rated,15 Jan 1979,148 min,"Drama, Romance",Kenji Mizoguchi,"Matsutarô Kawaguchi (screenplay), Shôfû Muramatsu (author: novel), Yoshikata Yoda (screenplay)","Shôtarô Hanayagi, Kôkichi Takada, Ryôtarô Kawanami, Kinnosuke Takamatsu","The adopted son of a legendary actor, and an aspiring star himself, turns to his infant brother's wet nurse for support and affection - only for her to give up everything for her beloved's glory.",Japanese,Japan,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZmEyNTMzMGEtMzJjOS00Yjg1LTgwMjgtM2Q2M2NiY2ZhYzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",N/A,7.9,"3,161",tt0032156,movie,N/A,N/A,N/A,N/A,True
The Wizard of Oz,1939,PG,25 Aug 1939,102 min,"Adventure, Family, Fantasy, Musical","Victor Fleming, George Cukor, Mervyn LeRoy, Norman Taurog, Richard Thorpe, King Vidor","Noel Langley (screenplay), Florence Ryerson (screenplay), Edgar Allan Woolf (screenplay), Noel Langley (adaptation), L. Frank Baum (from the book by)","Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr",Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,English,USA,Won 2 Oscars. Another 9 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,8.0,"368,514",tt0032138,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,True
Wuthering Heights,1939,Not Rated,07 Apr 1939,104 min,"Drama, Romance",William Wyler,"Charles MacArthur (screen play), Ben Hecht (screen play), Emily Brontë (from the novel by)","Merle Oberon, Laurence Olivier, David Niven, Flora Robson",A servant in the house of Wuthering Heights tells a traveler the unfortunate tale of lovers Cathy and Heathcliff.,English,USA,Won 1 Oscar. Another 6 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMDAxZDkzNTktYzQyMi00YmRlLWFmYWQtY2Q4ZTQyMGFlMzNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",N/A,7.6,"16,104",tt0032145,movie,N/A,N/A,"Samuel Goldwyn Production, United Artists",N/A,True
The Bank Dick,1940,Not Rated,29 Nov 1940,72 min,Comedy,Edward F. Cline,W.C. Fields (original screen play),"W.C. Fields, Cora Witherspoon, Una Merkel, Evelyn Del Rio",Henpecked Egbert Sousé has comic adventures as a substitute film director and unlikely bank guard.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BYWEzYjkyYTEtM2IyZS00Y2IxLTg3MTgtNTQ4MWM2YjJlYTg5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.1,"6,630",tt0032234,movie,N/A,N/A,Universal Pictures,N/A,True
Fantasia,1940,G,19 Sep 1941,125 min,"Animation, Family, Fantasy, Music, Musical","James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, David Hand, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen","Joe Grant (story direction), Dick Huemer (story direction), Lee Blair (story development), Elmer Plummer (story development), Phil Dike (story development), Sylvia Moberly-Holland (story development), Norman Wright (story development), Albert Heath (story development), Bianca Majolie (story development), Graham Heid (story development), Perce Pearce (story development), Carl Fallberg (story development), William Martin (story development and research), Leo Thiele (story development and research), Robert Sterner (story development and research), John McLeish (story development and research), Otto Englander (story development), Webb Smith (story development), Erdman Penner (story development), Joseph Sabo (story development), Bill Peet (story development), Vernon Stallings (story development), Campbell Grant (story development), Arthur Heinemann (story development), Phil Dike (story development)","Deems Taylor, Leopold Stokowski, The Philadelphia Orchestra",A collection of animated interpretations of great works of Western classical music.,English,USA,8 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjAxMTI1Njk3OF5BMl5BanBnXkFtZTgwNjkzODk4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",96,7.7,"87,609",tt0032455,movie,N/A,N/A,Walt Disney Productions,N/A,True
The Grapes of Wrath,1940,Passed,15 Mar 1940,129 min,"Drama, History",John Ford,"Nunnally Johnson (screen play), John Steinbeck (based on the novel by)","Henry Fonda, Jane Darwell, John Carradine, Charley Grapewin","A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",English,USA,Won 2 Oscars. Another 8 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",96,8.0,"84,924",tt0032551,movie,N/A,N/A,20th Century Fox,N/A,True
His Girl Friday,1940,Passed,18 Jan 1940,92 min,"Comedy, Drama, Romance",Howard Hawks,"Charles Lederer (screen play), Ben Hecht (from the play ""The Front Page""), Charles MacArthur (from the play ""The Front Page"")","Cary Grant, Rosalind Russell, Ralph Bellamy, Gene Lockhart",A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,"English, French",USA,2 wins.,https://m.media-amazon.com/images/M/MV5BZDVmZTZkYjMtNmViZC00ODEzLTgwNDAtNmQ3OGQwOWY5YjFmXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}]",N/A,7.9,"52,862",tt0032599,movie,N/A,N/A,Columbia Pictures,N/A,True
The Mortal Storm,1940,Passed,14 Jun 1940,100 min,Drama,Frank Borzage,"Claudine West (screen play), Hans Rameau (screen play), George Froeschel (screen play), Phyllis Bottome (based on the book by)","Margaret Sullavan, James Stewart, Robert Young, Frank Morgan","The Roth family leads a quiet life in a small village in the German Alps during the early 1930s. When the Nazis come to power, the family is divided and Martin Breitner, a family friend, is caught up in the turmoil.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWVhNTNjMzktNjEyMy00MmQyLTgzMDAtZjc3NjZhZjkxMzg4XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.8,"4,478",tt0032811,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,True
